"","face","suit","value","game","win","start"
"4672","A","H",1,1275,1,1
"4673","6","C",6,1276,1,1
"4674","3","H",3,1276,1,1
"4675","2","C",2,1276,1,0
"4676","K","S",10,1276,1,0
"4677","10","D",10,1277,0,1
"4678","Q","S",10,1277,0,1
"4679","10","C",10,1277,0,0
"4680","K","H",10,1278,0,1
"4681","Q","D",10,1278,0,1
"4682","8","H",8,1278,0,0
"4683","Q","S",10,1279,0,1
"4684","2","D",2,1279,0,1
"4685","J","H",10,1279,0,0
"4686","3","C",3,1280,0,1
"4687","A","S",1,1280,0,1
"4688","8","H",8,1280,0,0
"4689","3","D",3,1280,0,0
"4690","4","D",4,1280,0,0
"4691","K","S",10,1280,0,0
"4692","K","H",10,1281,0,1
"4693","3","H",3,1281,0,1
"4694","4","S",4,1281,0,0
"4695","K","D",10,1281,0,0
"4696","9","D",9,1282,0,1
"4697","2","H",2,1282,0,1
"4698","8","C",8,1282,0,0
"4699","K","H",10,1282,0,0
"4700","J","D",10,1283,0,1
"4701","10","C",10,1283,0,1
"4702","2","C",2,1283,0,0
"4703","J","S",10,1284,0,1
"4704","2","H",2,1284,0,1
"4705","7","H",7,1284,0,0
"4706","4","S",4,1284,0,0
"4707","J","D",10,1285,0,1
"4708","J","H",10,1285,0,1
"4709","J","C",10,1285,0,0
"4710","3","S",3,1286,0,1
"4711","A","H",1,1286,0,1
"4712","Q","S",10,1286,0,0
"4713","Q","C",10,1286,0,0
"4714","9","S",9,1287,0,1
"4715","10","D",10,1287,0,1
"4716","A","D",1,1287,0,0
"4717","2","D",2,1287,0,0
"4718","8","H",8,1288,0,1
"4719","10","C",10,1288,0,1
"4720","10","D",10,1288,0,0
"4721","4","S",4,1289,0,1
"4722","Q","D",10,1289,0,1
"4723","10","D",10,1289,0,0
"4724","3","D",3,1290,0,1
"4725","8","C",8,1290,0,1
"4726","6","H",6,1290,0,0
"4727","2","S",2,1290,0,0
"4728","A","C",1,1290,0,0
"4729","9","D",9,1290,0,0
"4730","7","C",7,1291,0,1
"4731","10","S",10,1291,0,1
"4732","Q","C",10,1291,0,0
"4733","7","H",7,1292,0,1
"4734","5","S",5,1292,0,1
"4735","3","S",3,1292,0,0
"4736","8","H",8,1292,0,0
"4737","8","S",8,1293,0,1
"4738","J","C",10,1293,0,1
"4739","7","C",7,1293,0,0
"4740","A","D",1,1294,1,1
"4741","10","C",10,1294,1,1
"4742","A","C",1,1295,1,1
"4743","2","D",2,1295,1,1
"4744","9","H",9,1295,1,0
"4745","9","C",9,1295,1,0
"4746","J","C",10,1296,0,1
"4747","6","H",6,1296,0,1
"4748","7","D",7,1296,0,0
"4749","5","H",5,1297,0,1
"4750","A","D",1,1297,0,1
"4751","8","H",8,1297,0,0
"4752","9","S",9,1297,0,0
"4753","3","D",3,1298,0,1
"4754","A","C",1,1298,0,1
"4755","4","C",4,1298,0,0
"4756","10","D",10,1298,0,0
"4757","4","D",4,1298,0,0
"4758","Q","C",10,1299,1,1
"4759","A","H",1,1299,1,1
"4760","4","S",4,1300,0,1
"4761","A","S",1,1300,0,1
"4762","5","C",5,1300,0,0
"4763","8","H",8,1300,0,0
"4764","A","D",1,1300,0,0
"4765","9","S",9,1300,0,0
"4766","10","D",10,1301,1,1
"4767","2","C",2,1301,1,1
"4768","9","D",9,1301,1,0
"4769","Q","C",10,1302,0,1
"4770","6","H",6,1302,0,1
"4771","7","D",7,1302,0,0
"4772","8","C",8,1303,1,1
"4773","4","H",4,1303,1,1
"4774","2","D",2,1303,1,0
"4775","7","H",7,1303,1,0
"4776","5","C",5,1304,0,1
"4777","Q","H",10,1304,0,1
"4778","2","S",2,1304,0,0
"4779","K","H",10,1304,0,0
"4780","10","D",10,1305,0,1
"4781","7","S",7,1305,0,1
"4782","6","C",6,1305,0,0
"4783","A","D",1,1306,1,1
"4784","K","D",10,1306,1,1
"4785","2","C",2,1307,0,1
"4786","A","H",1,1307,0,1
"4787","A","S",1,1307,0,0
"4788","4","C",4,1307,0,0
"4789","7","C",7,1307,0,0
"4790","3","C",3,1307,0,0
"4791","J","H",10,1307,0,0
"4792","K","H",10,1308,0,1
"4793","8","C",8,1308,0,1
"4794","Q","C",10,1308,0,0
"4795","10","C",10,1309,0,1
"4796","7","S",7,1309,0,1
"4797","Q","S",10,1309,0,0
"4798","3","C",3,1310,0,1
"4799","4","C",4,1310,0,1
"4800","7","D",7,1310,0,0
"4801","A","D",1,1310,0,0
"4802","3","H",3,1310,0,0
"4803","8","H",8,1310,0,0
"4804","10","S",10,1311,0,1
"4805","9","H",9,1311,0,1
"4806","10","H",10,1311,0,0
"4807","Q","H",10,1312,1,1
"4808","J","S",10,1312,1,1
"4809","A","H",1,1312,1,0
"4810","5","S",5,1313,0,1
"4811","10","C",10,1313,0,1
"4812","8","S",8,1313,0,0
"4813","3","H",3,1314,0,1
"4814","9","C",9,1314,0,1
"4815","8","D",8,1314,0,0
"4816","7","C",7,1314,0,0
"4817","8","H",8,1315,0,1
"4818","3","D",3,1315,0,1
"4819","2","D",2,1315,0,0
"4820","5","S",5,1315,0,0
"4821","2","H",2,1315,0,0
"4822","9","D",9,1315,0,0
"4823","8","H",8,1316,0,1
"4824","2","S",2,1316,0,1
"4825","4","S",4,1316,0,0
"4826","4","C",4,1316,0,0
"4827","9","H",9,1316,0,0
"4828","2","D",2,1317,0,1
"4829","4","S",4,1317,0,1
"4830","10","S",10,1317,0,0
"4831","2","H",2,1317,0,0
"4832","K","S",10,1317,0,0
"4833","K","H",10,1318,0,1
"4834","5","S",5,1318,0,1
"4835","Q","C",10,1318,0,0
"4836","3","S",3,1319,0,1
"4837","8","C",8,1319,0,1
"4838","8","S",8,1319,0,0
"4839","K","C",10,1319,0,0
"4840","9","C",9,1320,0,1
"4841","8","C",8,1320,0,1
"4842","8","H",8,1320,0,0
"4843","K","S",10,1321,0,1
"4844","J","H",10,1321,0,1
"4845","J","C",10,1321,0,0
"4846","J","S",10,1322,0,1
"4847","4","H",4,1322,0,1
"4848","A","C",1,1322,0,0
"4849","K","H",10,1322,0,0
"4850","4","C",4,1323,0,1
"4851","3","C",3,1323,0,1
"4852","4","S",4,1323,0,0
"4853","6","S",6,1323,0,0
"4854","9","H",9,1323,0,0
"4855","A","H",1,1324,0,1
"4856","9","D",9,1324,0,1
"4857","3","D",3,1324,0,0
"4858","Q","C",10,1324,0,0
"4859","J","H",10,1325,0,1
"4860","K","C",10,1325,0,1
"4861","6","S",6,1325,0,0
"4862","4","S",4,1326,0,1
"4863","J","C",10,1326,0,1
"4864","8","S",8,1326,0,0
"4865","4","D",4,1327,0,1
"4866","3","S",3,1327,0,1
"4867","A","C",1,1327,0,0
"4868","2","C",2,1327,0,0
"4869","8","C",8,1327,0,0
"4870","5","S",5,1327,0,0
"4871","9","C",9,1328,1,1
"4872","K","D",10,1328,1,1
"4873","2","D",2,1328,1,0
"4874","J","C",10,1329,0,1
"4875","5","C",5,1329,0,1
"4876","4","S",4,1329,0,0
"4877","6","S",6,1329,0,0
"4878","A","H",1,1330,0,1
"4879","A","C",1,1330,0,1
"4880","Q","H",10,1330,0,0
"4881","8","C",8,1330,0,0
"4882","7","D",7,1330,0,0
"4883","K","D",10,1331,0,1
"4884","6","S",6,1331,0,1
"4885","6","H",6,1331,0,0
"4886","2","H",2,1332,0,1
"4887","7","C",7,1332,0,1
"4888","4","H",4,1332,0,0
"4889","9","C",9,1332,0,0
"4890","8","S",8,1333,0,1
"4891","9","D",9,1333,0,1
"4892","J","H",10,1333,0,0
"4893","A","S",1,1334,0,1
"4894","8","H",8,1334,0,1
"4895","J","C",10,1334,0,0
"4896","8","S",8,1334,0,0
"4897","6","S",6,1335,1,1
"4898","7","S",7,1335,1,1
"4899","8","C",8,1335,1,0
"4900","Q","D",10,1336,0,1
"4901","K","C",10,1336,0,1
"4902","3","S",3,1336,0,0
"4903","10","H",10,1337,0,1
"4904","6","S",6,1337,0,1
"4905","4","S",4,1337,0,0
"4906","J","H",10,1337,0,0
"4907","6","S",6,1338,0,1
"4908","4","H",4,1338,0,1
"4909","3","H",3,1338,0,0
"4910","9","D",9,1338,0,0
"4911","4","C",4,1339,0,1
"4912","9","C",9,1339,0,1
"4913","J","D",10,1339,0,0
"4914","3","D",3,1340,0,1
"4915","4","S",4,1340,0,1
"4916","K","D",10,1340,0,0
"4917","9","H",9,1340,0,0
"4918","8","S",8,1341,0,1
"4919","5","H",5,1341,0,1
"4920","7","S",7,1341,0,0
"4921","4","S",4,1341,0,0
"4922","10","H",10,1342,0,1
"4923","8","H",8,1342,0,1
"4924","8","S",8,1342,0,0
"4925","6","C",6,1343,0,1
"4926","K","H",10,1343,0,1
"4927","6","D",6,1343,0,0
"4928","J","D",10,1344,0,1
"4929","4","S",4,1344,0,1
"4930","Q","D",10,1344,0,0
"4931","7","C",7,1345,0,1
"4932","8","S",8,1345,0,1
"4933","5","H",5,1345,0,0
"4934","Q","S",10,1345,0,0
"4935","A","H",1,1346,0,1
"4936","A","C",1,1346,0,1
"4937","8","D",8,1346,0,0
"4938","4","C",4,1346,0,0
"4939","A","S",1,1346,0,0
"4940","5","D",5,1346,0,0
"4941","3","H",3,1346,0,0
"4942","8","C",8,1347,1,1
"4943","5","H",5,1347,1,1
"4944","8","D",8,1347,1,0
"4945","5","S",5,1348,0,1
"4946","J","C",10,1348,0,1
"4947","10","C",10,1348,0,0
"4948","5","H",5,1349,0,1
"4949","7","D",7,1349,0,1
"4950","5","C",5,1349,0,0
"4951","5","S",5,1349,0,0
"4952","4","C",4,1350,0,1
"4953","9","D",9,1350,0,1
"4954","J","H",10,1350,0,0
"4955","K","D",10,1351,0,1
"4956","Q","S",10,1351,0,1
"4957","2","S",2,1351,0,0
"4958","A","H",1,1352,0,1
"4959","7","D",7,1352,0,1
"4960","8","C",8,1352,0,0
"4961","6","S",6,1352,0,0
"4962","8","C",8,1353,0,1
"4963","4","D",4,1353,0,1
"4964","K","C",10,1353,0,0
"4965","6","S",6,1354,0,1
"4966","8","C",8,1354,0,1
"4967","10","H",10,1354,0,0
"4968","5","S",5,1355,0,1
"4969","8","S",8,1355,0,1
"4970","K","D",10,1355,0,0
"4971","2","S",2,1356,1,1
"4972","9","D",9,1356,1,1
"4973","Q","S",10,1356,1,0
"4974","A","C",1,1357,0,1
"4975","7","H",7,1357,0,1
"4976","10","C",10,1357,0,0
"4977","9","S",9,1357,0,0
"4978","9","C",9,1358,1,1
"4979","2","S",2,1358,1,1
"4980","10","D",10,1358,1,0
"4981","9","S",9,1359,0,1
"4982","3","D",3,1359,0,1
"4983","K","C",10,1359,0,0
"4984","4","C",4,1360,0,1
"4985","Q","S",10,1360,0,1
"4986","K","S",10,1360,0,0
"4987","4","S",4,1361,1,1
"4988","5","C",5,1361,1,1
"4989","9","D",9,1361,1,0
"4990","A","S",1,1361,1,0
"4991","2","S",2,1361,1,0
"4992","2","H",2,1362,0,1
"4993","J","C",10,1362,0,1
"4994","K","S",10,1362,0,0
"4995","5","S",5,1363,0,1
"4996","Q","S",10,1363,0,1
"4997","J","C",10,1363,0,0
"4998","J","S",10,1364,1,1
"4999","2","H",2,1364,1,1
"5000","9","C",9,1364,1,0
"5001","4","C",4,1365,0,1
"5002","9","D",9,1365,0,1
"5003","2","S",2,1365,0,0
"5004","3","H",3,1365,0,0
"5005","7","S",7,1365,0,0
"5006","6","D",6,1366,0,1
"5007","9","S",9,1366,0,1
"5008","4","C",4,1366,0,0
"5009","Q","C",10,1366,0,0
"5010","5","S",5,1367,1,1
"5011","6","C",6,1367,1,1
"5012","10","C",10,1367,1,0
"5013","5","D",5,1368,0,1
"5014","4","C",4,1368,0,1
"5015","3","S",3,1368,0,0
"5016","Q","D",10,1368,0,0
"5017","A","C",1,1369,0,1
"5018","A","D",1,1369,0,1
"5019","5","D",5,1369,0,0
"5020","J","C",10,1369,0,0
"5021","7","D",7,1369,0,0
"5022","6","C",6,1370,0,1
"5023","6","D",6,1370,0,1
"5024","J","H",10,1370,0,0
"5025","J","H",10,1371,0,1
"5026","2","S",2,1371,0,1
"5027","10","C",10,1371,0,0
"5028","4","S",4,1372,1,1
"5029","A","C",1,1372,1,1
"5030","6","D",6,1372,1,0
"5031","J","C",10,1373,0,1
"5032","5","D",5,1373,0,1
"5033","2","S",2,1373,0,0
"5034","5","C",5,1373,0,0
"5035","9","H",9,1374,0,1
"5036","J","S",10,1374,0,1
"5037","Q","H",10,1374,0,0
"5038","2","H",2,1375,0,1
"5039","5","D",5,1375,0,1
"5040","4","S",4,1375,0,0
"5041","6","H",6,1375,0,0
"5042","K","C",10,1375,0,0
"5043","8","H",8,1376,0,1
"5044","9","H",9,1376,0,1
"5045","J","S",10,1376,0,0
"5046","K","H",10,1377,1,1
"5047","4","H",4,1377,1,1
"5048","7","H",7,1377,1,0
"5049","2","D",2,1378,0,1
"5050","3","S",3,1378,0,1
"5051","J","C",10,1378,0,0
"5052","8","S",8,1378,0,0
"5053","9","C",9,1379,0,1
"5054","6","S",6,1379,0,1
"5055","K","C",10,1379,0,0
"5056","Q","D",10,1380,0,1
"5057","8","H",8,1380,0,1
"5058","Q","S",10,1380,0,0
"5059","Q","H",10,1381,0,1
"5060","2","H",2,1381,0,1
"5061","2","S",2,1381,0,0
"5062","Q","C",10,1381,0,0
"5063","A","S",1,1382,0,1
"5064","4","S",4,1382,0,1
"5065","3","S",3,1382,0,0
"5066","4","C",4,1382,0,0
"5067","8","H",8,1382,0,0
"5068","5","H",5,1382,0,0
"5069","10","H",10,1383,0,1
"5070","K","S",10,1383,0,1
"5071","2","C",2,1383,0,0
"5072","5","S",5,1384,1,1
"5073","6","C",6,1384,1,1
"5074","K","H",10,1384,1,0
"5075","3","S",3,1385,0,1
"5076","7","H",7,1385,0,1
"5077","2","D",2,1385,0,0
"5078","4","C",4,1385,0,0
"5079","Q","D",10,1385,0,0
"5080","J","D",10,1386,1,1
"5081","Q","S",10,1386,1,1
"5082","A","D",1,1386,1,0
"5083","8","D",8,1387,0,1
"5084","J","C",10,1387,0,1
"5085","5","H",5,1387,0,0
"5086","10","D",10,1388,0,1
"5087","J","D",10,1388,0,1
"5088","5","H",5,1388,0,0
"5089","A","H",1,1389,0,1
"5090","8","S",8,1389,0,1
"5091","Q","C",10,1389,0,0
"5092","6","D",6,1389,0,0
"5093","2","H",2,1390,0,1
"5094","3","C",3,1390,0,1
"5095","5","H",5,1390,0,0
"5096","3","D",3,1390,0,0
"5097","6","H",6,1390,0,0
"5098","A","C",1,1390,0,0
"5099","3","S",3,1390,0,0
"5100","9","D",9,1391,0,1
"5101","3","S",3,1391,0,1
"5102","4","C",4,1391,0,0
"5103","K","H",10,1391,0,0
"5104","10","C",10,1392,0,1
"5105","5","S",5,1392,0,1
"5106","K","S",10,1392,0,0
"5107","Q","D",10,1393,0,1
"5108","Q","S",10,1393,0,1
"5109","Q","H",10,1393,0,0
"5110","5","D",5,1394,0,1
"5111","10","S",10,1394,0,1
"5112","K","S",10,1394,0,0
"5113","4","S",4,1395,0,1
"5114","7","D",7,1395,0,1
"5115","5","S",5,1395,0,0
"5116","3","H",3,1395,0,0
"5117","Q","D",10,1395,0,0
"5118","8","C",8,1396,0,1
"5119","Q","H",10,1396,0,1
"5120","9","H",9,1396,0,0
"5121","6","C",6,1397,1,1
"5122","K","S",10,1397,1,1
"5123","5","H",5,1397,1,0
"5124","4","H",4,1398,0,1
"5125","2","C",2,1398,0,1
"5126","10","C",10,1398,0,0
"5127","3","D",3,1398,0,0
"5128","9","H",9,1398,0,0
"5129","10","S",10,1399,0,1
"5130","6","H",6,1399,0,1
"5131","3","S",3,1399,0,0
"5132","9","S",9,1399,0,0
"5133","10","D",10,1400,0,1
"5134","2","C",2,1400,0,1
"5135","3","C",3,1400,0,0
"5136","J","C",10,1400,0,0
"5137","J","S",10,1401,1,1
"5138","A","H",1,1401,1,1
"5139","A","C",1,1402,1,1
"5140","4","C",4,1402,1,1
"5141","J","S",10,1402,1,0
"5142","2","D",2,1402,1,0
"5143","4","D",4,1402,1,0
"5144","10","C",10,1403,0,1
"5145","K","S",10,1403,0,1
"5146","9","D",9,1403,0,0
"5147","6","C",6,1404,1,1
"5148","8","C",8,1404,1,1
"5149","7","S",7,1404,1,0
"5150","4","C",4,1405,1,1
"5151","Q","D",10,1405,1,1
"5152","2","H",2,1405,1,0
"5153","5","C",5,1405,1,0
"5154","K","S",10,1406,0,1
"5155","6","D",6,1406,0,1
"5156","J","S",10,1406,0,0
"5157","6","S",6,1407,0,1
"5158","3","H",3,1407,0,1
"5159","6","H",6,1407,0,0
"5160","10","S",10,1407,0,0
"5161","6","S",6,1408,0,1
"5162","J","D",10,1408,0,1
"5163","J","S",10,1408,0,0
"5164","K","D",10,1409,0,1
"5165","8","S",8,1409,0,1
"5166","K","H",10,1409,0,0
"5167","A","S",1,1410,1,1
"5168","Q","S",10,1410,1,1
"5169","3","S",3,1411,0,1
"5170","2","D",2,1411,0,1
"5171","7","C",7,1411,0,0
"5172","3","C",3,1411,0,0
"5173","2","C",2,1411,0,0
"5174","Q","C",10,1411,0,0
"5175","9","S",9,1412,0,1
"5176","4","C",4,1412,0,1
"5177","2","H",2,1412,0,0
"5178","Q","D",10,1412,0,0
"5179","8","D",8,1413,1,1
"5180","A","C",1,1413,1,1
"5181","7","D",7,1413,1,0
"5182","5","H",5,1413,1,0
"5183","2","S",2,1414,0,1
"5184","Q","D",10,1414,0,1
"5185","5","S",5,1414,0,0
"5186","10","H",10,1414,0,0
"5187","4","S",4,1415,0,1
"5188","J","C",10,1415,0,1
"5189","A","S",1,1415,0,0
"5190","7","C",7,1415,0,0
"5191","K","D",10,1416,1,1
"5192","A","H",1,1416,1,1
"5193","K","H",10,1417,0,1
"5194","K","D",10,1417,0,1
"5195","3","C",3,1417,0,0
"5196","7","H",7,1418,0,1
"5197","2","C",2,1418,0,1
"5198","Q","H",10,1418,0,0
"5199","3","S",3,1418,0,0
"5200","A","C",1,1419,0,1
"5201","7","C",7,1419,0,1
"5202","9","H",9,1419,0,0
"5203","J","S",10,1419,0,0
"5204","3","D",3,1420,0,1
"5205","7","S",7,1420,0,1
"5206","2","D",2,1420,0,0
"5207","K","H",10,1420,0,0
"5208","Q","D",10,1421,0,1
"5209","10","C",10,1421,0,1
"5210","K","S",10,1421,0,0
"5211","J","C",10,1422,1,1
"5212","9","H",9,1422,1,1
"5213","2","D",2,1422,1,0
"5214","Q","C",10,1423,0,1
"5215","6","S",6,1423,0,1
"5216","8","S",8,1423,0,0
"5217","9","H",9,1424,0,1
"5218","10","D",10,1424,0,1
"5219","5","C",5,1424,0,0
"5220","7","S",7,1425,1,1
"5221","4","H",4,1425,1,1
"5222","Q","S",10,1425,1,0
"5223","9","H",9,1426,0,1
"5224","9","D",9,1426,0,1
"5225","8","D",8,1426,0,0
"5226","4","H",4,1427,0,1
"5227","5","D",5,1427,0,1
"5228","6","C",6,1427,0,0
"5229","4","D",4,1427,0,0
"5230","7","C",7,1427,0,0
"5231","4","D",4,1428,0,1
"5232","2","D",2,1428,0,1
"5233","6","D",6,1428,0,0
"5234","Q","C",10,1428,0,0
"5235","8","H",8,1429,0,1
"5236","K","D",10,1429,0,1
"5237","Q","C",10,1429,0,0
"5238","J","D",10,1430,0,1
"5239","8","H",8,1430,0,1
"5240","8","D",8,1430,0,0
"5241","6","H",6,1431,0,1
"5242","10","H",10,1431,0,1
"5243","8","H",8,1431,0,0
"5244","6","S",6,1432,0,1
"5245","A","C",1,1432,0,1
"5246","2","S",2,1432,0,0
"5247","Q","S",10,1432,0,0
"5248","9","D",9,1432,0,0
"5249","7","S",7,1433,0,1
"5250","K","D",10,1433,0,1
"5251","K","C",10,1433,0,0
"5252","J","C",10,1434,0,1
"5253","10","C",10,1434,0,1
"5254","6","H",6,1434,0,0
"5255","J","D",10,1435,0,1
"5256","7","D",7,1435,0,1
"5257","6","H",6,1435,0,0
"5258","9","H",9,1436,0,1
"5259","5","S",5,1436,0,1
"5260","10","S",10,1436,0,0
"5261","3","H",3,1437,1,1
"5262","8","D",8,1437,1,1
"5263","K","D",10,1437,1,0
"5264","8","D",8,1438,0,1
"5265","K","H",10,1438,0,1
"5266","K","C",10,1438,0,0
"5267","J","S",10,1439,0,1
"5268","10","S",10,1439,0,1
"5269","7","D",7,1439,0,0
"5270","J","S",10,1440,0,1
"5271","9","D",9,1440,0,1
"5272","5","C",5,1440,0,0
"5273","A","H",1,1441,0,1
"5274","6","H",6,1441,0,1
"5275","K","H",10,1441,0,0
"5276","Q","C",10,1441,0,0
"5277","5","H",5,1442,1,1
"5278","6","S",6,1442,1,1
"5279","J","H",10,1442,1,0
"5280","A","C",1,1443,0,1
"5281","8","C",8,1443,0,1
"5282","9","D",9,1443,0,0
"5283","J","C",10,1443,0,0
"5284","A","C",1,1444,0,1
"5285","9","D",9,1444,0,1
"5286","8","C",8,1444,0,0
"5287","J","D",10,1444,0,0
"5288","2","H",2,1445,0,1
"5289","7","S",7,1445,0,1
"5290","K","S",10,1445,0,0
"5291","4","H",4,1445,0,0
"5292","9","S",9,1446,0,1
"5293","9","C",9,1446,0,1
"5294","8","S",8,1446,0,0
"5295","K","D",10,1447,0,1
"5296","4","C",4,1447,0,1
"5297","4","D",4,1447,0,0
"5298","5","C",5,1447,0,0
"5299","10","C",10,1448,0,1
"5300","3","D",3,1448,0,1
"5301","Q","H",10,1448,0,0
"5302","6","C",6,1449,0,1
"5303","A","S",1,1449,0,1
"5304","J","D",10,1449,0,0
"5305","2","D",2,1449,0,0
"5306","J","C",10,1449,0,0
"5307","9","S",9,1450,0,1
"5308","6","H",6,1450,0,1
"5309","2","D",2,1450,0,0
"5310","3","S",3,1450,0,0
"5311","5","D",5,1450,0,0
"5312","5","D",5,1451,0,1
"5313","8","D",8,1451,0,1
"5314","9","C",9,1451,0,0
"5315","8","C",8,1452,1,1
"5316","Q","C",10,1452,1,1
"5317","3","C",3,1452,1,0
"5318","8","D",8,1453,0,1
"5319","2","C",2,1453,0,1
"5320","7","C",7,1453,0,0
"5321","6","C",6,1453,0,0
"5322","5","H",5,1454,1,1
"5323","9","C",9,1454,1,1
"5324","7","S",7,1454,1,0
"5325","2","H",2,1455,0,1
"5326","7","S",7,1455,0,1
"5327","2","D",2,1455,0,0
"5328","3","C",3,1455,0,0
"5329","9","D",9,1455,0,0
"5330","5","H",5,1456,0,1
"5331","A","D",1,1456,0,1
"5332","6","H",6,1456,0,0
"5333","Q","H",10,1456,0,0
"5334","8","C",8,1457,1,1
"5335","4","D",4,1457,1,1
"5336","9","S",9,1457,1,0
"5337","9","S",9,1458,0,1
"5338","5","D",5,1458,0,1
"5339","Q","S",10,1458,0,0
"5340","2","H",2,1459,0,1
"5341","3","D",3,1459,0,1
"5342","9","H",9,1459,0,0
"5343","4","C",4,1459,0,0
"5344","10","H",10,1459,0,0
"5345","3","H",3,1460,0,1
"5346","7","H",7,1460,0,1
"5347","9","D",9,1460,0,0
"5348","5","H",5,1460,0,0
"5349","A","D",1,1461,0,1
"5350","9","D",9,1461,0,1
"5351","9","H",9,1461,0,0
"5352","3","S",3,1461,0,0
"5353","3","S",3,1462,1,1
"5354","8","H",8,1462,1,1
"5355","Q","S",10,1462,1,0
"5356","6","D",6,1463,1,1
"5357","10","D",10,1463,1,1
"5358","4","H",4,1463,1,0
"5359","A","H",1,1463,1,0
"5360","6","D",6,1464,0,1
"5361","J","S",10,1464,0,1
"5362","9","S",9,1464,0,0
"5363","9","S",9,1465,0,1
"5364","3","D",3,1465,0,1
"5365","Q","C",10,1465,0,0
"5366","4","S",4,1466,0,1
"5367","Q","D",10,1466,0,1
"5368","Q","H",10,1466,0,0
"5369","2","S",2,1467,0,1
"5370","10","S",10,1467,0,1
"5371","A","D",1,1467,0,0
"5372","2","D",2,1467,0,0
"5373","4","D",4,1467,0,0
"5374","5","H",5,1467,0,0
"5375","10","H",10,1468,0,1
"5376","9","H",9,1468,0,1
"5377","9","S",9,1468,0,0
"5378","2","H",2,1469,1,1
"5379","K","H",10,1469,1,1
"5380","9","S",9,1469,1,0
"5381","Q","S",10,1470,0,1
"5382","7","C",7,1470,0,1
"5383","K","H",10,1470,0,0
"5384","Q","S",10,1471,0,1
"5385","Q","D",10,1471,0,1
"5386","3","S",3,1471,0,0
"5387","Q","H",10,1472,0,1
"5388","3","S",3,1472,0,1
"5389","K","D",10,1472,0,0
"5390","Q","D",10,1473,0,1
"5391","9","C",9,1473,0,1
"5392","4","H",4,1473,0,0
"5393","4","H",4,1474,0,1
"5394","4","C",4,1474,0,1
"5395","9","H",9,1474,0,0
"5396","7","D",7,1474,0,0
"5397","4","H",4,1475,0,1
"5398","7","S",7,1475,0,1
"5399","A","D",1,1475,0,0
"5400","Q","S",10,1475,0,0
"5401","A","D",1,1476,0,1
"5402","8","H",8,1476,0,1
"5403","3","C",3,1476,0,0
"5404","Q","S",10,1476,0,0
"5405","K","S",10,1477,0,1
"5406","4","S",4,1477,0,1
"5407","3","S",3,1477,0,0
"5408","J","S",10,1477,0,0
"5409","9","C",9,1478,0,1
"5410","7","H",7,1478,0,1
"5411","9","D",9,1478,0,0
"5412","4","D",4,1479,0,1
"5413","Q","H",10,1479,0,1
"5414","Q","D",10,1479,0,0
"5415","7","D",7,1480,0,1
"5416","2","D",2,1480,0,1
"5417","J","H",10,1480,0,0
"5418","Q","D",10,1480,0,0
"5419","4","S",4,1481,0,1
"5420","10","H",10,1481,0,1
"5421","4","H",4,1481,0,0
"5422","A","D",1,1481,0,0
"5423","J","D",10,1481,0,0
"5424","8","S",8,1482,0,1
"5425","8","D",8,1482,0,1
"5426","6","D",6,1482,0,0
"5427","2","H",2,1483,0,1
"5428","5","S",5,1483,0,1
"5429","9","S",9,1483,0,0
"5430","J","H",10,1483,0,0
"5431","3","H",3,1484,0,1
"5432","5","C",5,1484,0,1
"5433","6","S",6,1484,0,0
"5434","10","H",10,1484,0,0
"5435","J","C",10,1485,0,1
"5436","Q","C",10,1485,0,1
"5437","J","H",10,1485,0,0
"5438","J","C",10,1486,0,1
"5439","10","H",10,1486,0,1
"5440","6","D",6,1486,0,0
"5441","Q","D",10,1487,1,1
"5442","9","C",9,1487,1,1
"5443","A","C",1,1487,1,0
"5444","A","D",1,1487,1,0
"5445","4","D",4,1488,0,1
"5446","Q","C",10,1488,0,1
"5447","J","S",10,1488,0,0
"5448","7","H",7,1489,1,1
"5449","J","H",10,1489,1,1
"5450","4","D",4,1489,1,0
"5451","4","D",4,1490,0,1
"5452","8","H",8,1490,0,1
"5453","5","S",5,1490,0,0
"5454","3","H",3,1490,0,0
"5455","4","H",4,1490,0,0
"5456","4","S",4,1491,0,1
"5457","Q","C",10,1491,0,1
"5458","4","C",4,1491,0,0
"5459","9","S",9,1491,0,0
"5460","A","C",1,1492,0,1
"5461","7","S",7,1492,0,1
"5462","6","C",6,1492,0,0
"5463","4","H",4,1492,0,0
"5464","K","C",10,1492,0,0
"5465","4","H",4,1493,1,1
"5466","2","H",2,1493,1,1
"5467","5","C",5,1493,1,0
"5468","K","S",10,1493,1,0
"5469","8","S",8,1494,0,1
"5470","3","C",3,1494,0,1
"5471","7","S",7,1494,0,0
"5472","A","S",1,1494,0,0
"5473","3","D",3,1494,0,0
"5474","Q","D",10,1495,0,1
"5475","J","C",10,1495,0,1
"5476","Q","C",10,1495,0,0
"5477","9","C",9,1496,0,1
"5478","K","H",10,1496,0,1
"5479","10","D",10,1496,0,0
"5480","6","H",6,1497,0,1
"5481","8","H",8,1497,0,1
"5482","Q","D",10,1497,0,0
"5483","3","H",3,1498,0,1
"5484","9","S",9,1498,0,1
"5485","K","S",10,1498,0,0
"5486","9","D",9,1499,0,1
"5487","6","S",6,1499,0,1
"5488","Q","D",10,1499,0,0
"5489","K","C",10,1500,1,1
